officer_id,officer_name,star,rank,unit,as_of
7811,"SWAIN, JENNIFER",5043,,341,2015-09-01
7812,"SWAIN, MATTHEW",1335,SGT,015,2008-12-05
7813,"SWALINA, DAVID",7673,,,2006-05-09
7814,"SWANSON, CYNTHIA",14489,PO,050,2015-03-11
7815,"SWARBRICK, JOHN",4089,PO,014,2006-05-09
7816,"SWAYZER, TIMOTHY",12615,PO,701,2015-03-11
7817,"SWEENEY, BRIAN",2254,SGT,024,2006-05-09
7818,"SWEENEY, GREGORY",8981,PO,376,2006-05-09
7819,"SWEENEY, MICHAEL",8508,,022,2015-09-01
7820,"SWEENEY, NANCY",2286,SGT,018,2015-09-01
7821,"SWEENEY, THOMAS",17114,PO,102,2015-09-01
7822,"SWEENEY, WILLIAM",,,153,2015-09-01
7823,"SWEIS, HAZEM",14720,PO,006,2008-12-05
7824,"SWIATKOWSKI, BRIAN",8784,,,2015-09-01
7825,"SWIATKOWSKI, BRIAN",,PO,007,2015-09-01
7826,"SWIATKOWSKI, MYRIAN",4159,PO,007,2015-09-18
7827,"SWIDEREK, GREGORY",20130,DET,630,2015-09-01
7828,"SWINKLE, GERALD",20924,DET,610,2015-09-01
7829,"SWISTOWICZ, CRAIG",8239,PO,189,2015-09-01
7830,"SYAS, VERLISHER",19154,PO,189,2015-09-01
7831,"SYDEL, BARBARA",12148,PO,018,2015-09-01
7832,"SYKES, ARTERIO",,PO,002,2008-12-05
7833,"SYKES, CHARLES",14658,PO,005,2006-05-09
7834,"SYKES, DEMOND",13871,PO,015,2015-09-01
7835,"SYLVESTER, ROBERT",6698,PO,004,2015-11-14
7836,"SYLVESTRE, VALERIE",19308,PO,411,2006-05-09
7837,"SZARZYNSKI, TIMOTHY",1922,SGT,005,2015-09-01
7838,"SZCZESNY, DONALD",,,,2015-09-01
7839,"SZCZUROWSKI, PIOTR",11735,PO,011,2015-09-01
7840,"SZEFC, LINDA",2033,SGT,005,2015-09-01
7841,"SZNURA, PAUL",18899,PO,189,2015-09-01
7842,"SZUBERT, LOUIS",15620,PO,008,2015-09-18
7842,"SZUBERT, LOUIS",,,004,2015-09-01
7843,"SZUBSKI, STEFAN",4443,PO,211,2015-09-01
7844,"SZYMANSKI, DOUGLAS",20725,DET,620,2015-09-01
7845,"SZYMANSKI, SAMANTHA",14749,PO,022,2008-12-05
7846,"TABB, EDWARD",,,,2015-09-18
7847,"TABB, TABITHA",8543,PO,212,2015-09-01
7848,"TAGLIERI, CHRISTOPH",17432,PO,008,2008-12-05
7849,"TAGLIOLI, CARMELA",,PO,008,2015-09-01
7850,"TAGLIOLI, THOMAS",,SGT,008,2015-09-01
7851,"TAIYM, DANIAL",4591,PO,009,2015-09-01
7852,"TAKAKI, MICHAEL",,DET,376,2015-09-01
7853,"TALIA, SARGON",16711,PO,003,2015-09-01
7854,"TALIAFERRO, CHRISTOPH",938,SGT,413,2015-09-01
7855,"TALIYA, DANNY",14276,PO,014,2015-09-01
7856,"TALLEY, JACQUELIN",17489,PO,701,2015-09-01
7857,"TALLEY, YOLANDA",1564,SGT,123,2015-09-01
7858,"TALPOS, RADU",16362,PO,014,2015-09-01
7859,"TAMEZ, JORGE",,,010,2015-09-01
7860,"TANAKA, JOHN",9817,,010,2015-09-01
7861,"TANDYK, JOSEPH",1603,SGT,022,2015-09-01
7862,"TANG, WILLIAM",19699,,,2015-09-18
7863,"TANKSON, ARLENE",18229,PO,704,2015-09-01
7864,"TANNEHILL, BRIAN",7177,PO,024,2015-09-01
7865,"TANNEHILL, MARTIN",622,LT,006,2015-09-01
7866,"TANNEHILL, MICHELLE",5495,PO,211,2015-09-01
7867,"TANOVIC, SEID",9472,PO,213,2015-09-01
7868,"TANTILLA, MICHAEL",2301,SGT,025,2015-09-01
7869,"TANTILLO, TIMOTHY",15046,PO,009,2015-09-01
7870,"TAPIA, DANIEL",21144,DET,610,2015-09-18
7871,"TAPIA, DOLORES",6137,PO,020,2015-09-01
7872,"TAPIA, ERIC",7389,PO,015,2015-09-01
7873,"TAPIA, MARIO",7665,PO,007,2015-09-01
7874,"TARALA, DONNA",19323,PO,014,2015-09-01
7875,"TARAS, LISA",12972,PO,166,2015-09-18
7876,"TARASIUK, JOHNNY",,PO,016,2015-09-01
7877,"TATE, JYTONNE",8115,,001,2015-09-01
7878,"TATE, KEVIN",12160,PO,005,2008-12-05
7879,"TATE, SHIRLEY",5482,,,2008-12-05
7880,"TATUM, TIM",18647,PO,006,2015-11-14
7881,"TAVARES, NICKOLAS",19722,PO,001,2015-09-01
7882,"TAYLOR, ADRIAN",16317,PO,003,2008-12-05
7883,"TAYLOR, ALBERT",1877,,,2015-09-01
7884,"TAYLOR, CEDRIC",18426,PO,001,2015-09-01
7885,"TAYLOR, CEDRIC",,,021,2008-12-05
7886,"TAYLOR, CHRISTINE",13699,PO,011,2015-09-01
7887,"TAYLOR, EARL",19988,PO,171,2015-09-01
7888,"TAYLOR, ERIC",6191,PO,006,2008-12-05
7888,"TAYLOR, ERIC",,,376,2006-05-09
7889,"TAYLOR, ERIC",12559,PO,005,2015-09-18
7890,"TAYLOR, FREDERICK",10765,PO,003,2015-09-01
7891,"TAYLOR, JAMES",,SGT,004,2015-09-01
7892,"TAYLOR, JEFFREY",6139,PO,376,2015-09-01
7893,"TAYLOR, LASHAWN",5523,PO,007,2015-09-01
7894,"TAYLOR, LATISHA",18768,PO,004,2008-12-05
7895,"TAYLOR, ROBERT",,,,2015-03-11
7896,"TAYLOR, RODERICK",15245,PO,003,2015-09-01
7897,"TAYLOR, TOWANDA",13536,PO,006,2015-09-01
7898,"TEAGUE-BROWN, ROSALYN",3523,PO,171,2015-09-01
7899,"TEAHAN, TERENCE",20462,DET,610,2015-09-01
7900,"TEGTMEIER, MATTHEW",6704,PO,010,2008-12-05
7901,"TEJADA, OSWALDO",16554,PO,002,2015-03-11
7902,"TELLEZ, NORA",18632,PO,261,2008-12-05
7903,"TENCZA, DAVID",9203,PO,009,2015-09-01
7904,"TENTLER, STEPHEN",18427,PO,701,2015-09-01
7905,"TENTON, CHRISTOPH",21242,DET,620,2015-09-01
7906,"TERESI, MARTIN",11254,PO,193,2015-09-01
7906,"TERESI, MARTIN",,,193,2008-12-05
7907,"TERESI, RICHARD",,,,2006-05-09
7908,"TERNAND, BRANDON",2717,PO,003,2015-09-01
7909,"TERRAZAS, JESSE",804,SGT,376,2008-12-05
7910,"TERRELL, CYNTHIA",14483,PO,006,2006-05-09
7911,"TERRONES, SOFIA",10453,PO,019,2015-09-18
7912,"TERRY, YVONNE",1386,SGT,123,2015-09-01
7913,"TERZICH, JENNIFER",14550,PO,213,2015-09-01
7914,"TESFAI, TEWELDE",14119,PO,025,2015-09-01
7915,"TEWS, MICHAEL",10773,PO,025,2015-09-01
7916,"THANASENARIS, TED",6124,PO,024,2015-09-01
7917,"THELEN, PATRICK",21247,DET,610,2015-09-01
7917,"THELEN, PATRICK",,,610,2015-09-01
7918,"THEODORE, PETER",10523,PO,311,2015-09-01
7919,"THEODORIDES, PANOS",5383,PO,313,2015-09-01
7920,"THEODOROPOULOS, CHRISTINA",9030,PO,024,2015-03-11
7921,"THILL, JOHN",18988,PO,022,2008-12-05
7922,"THIRY, PATRICK",17026,PO,008,2015-09-01
7923,"THOLL, ROBERT",19725,PO,015,2015-09-01
7924,"THOMAS JR, LARRY",1846,SGT,005,2015-09-01
7925,"THOMAS, ANDREW",10659,PO,017,2015-09-01
7926,"THOMAS, ANDREW",11701,,,2015-09-01
7927,"THOMAS, BILOS",8948,PO,191,2015-09-01
7928,"THOMAS, BREDA",18995,PO,002,2015-03-11
7929,"THOMAS, BRIAN",5614,PO,003,2008-12-05
7930,"THOMAS, CURTIS",20199,DET,620,2006-05-09
7931,"THOMAS, DARLENE",11403,PO,015,2015-09-01
7932,"THOMAS, DEBRA",14773,PO,116,2015-09-01
7933,"THOMAS, DERYK",14788,PO,006,2015-09-01
7934,"THOMAS, ELBERT",13772,PO,007,2015-09-01
7935,"THOMAS, GIJO",19978,PO,413,2015-09-01
7936,"THOMAS, HENRY",19061,,007,2015-09-01
7937,"THOMAS, ISAAC",15861,PO,005,2015-09-01
7938,"THOMAS, JAMIE",5412,PO,010,2006-05-09
7939,"THOMAS, JENNIFER",18742,PO,006,2008-12-05
7940,"THOMAS, JONATHAN",1410,,,2006-05-09
7941,"THOMAS, KEVIN",5288,PO,015,2015-09-01
7942,"THOMAS, MICHAEL",8796,PO,128,2008-12-05
7943,"THOMAS, ROBERT",7892,PO,019,2015-03-11
7944,"THOMAS, TIMOTHY",11227,PO,701,2015-09-18
7945,"THOMAS, TRINA",12292,PO,016,2015-09-01
7946,"THOMPSON, ABASI",13612,PO,014,2015-09-01
7947,"THOMPSON, ANDRE",1129,SGT,002,2015-11-14
7948,"THOMPSON, CRAIG",19991,PO,004,2006-05-09
7949,"THOMPSON, DARIUS",,PO,044,2015-03-11
7950,"THOMPSON, JOHN",13460,PO,009,2008-12-05
7951,"THOMPSON, JOSEPH",11014,PO,008,2015-09-01
7952,"THOMPSON, KEITH",7733,PO,003,2015-09-01
7953,"THOMPSON, KENNETH",,PO,002,2015-09-01
7954,"THOMPSON, LAWRENCE",4602,PO,004,2015-09-01
7955,"THOMPSON, MALCOLM",18262,PO,022,2015-09-01
7956,"THOMPSON, MARK",955,,,2015-09-01
7957,"THOMPSON, MARK",,SGT,001,2015-09-18
7958,"THOMPSON, RICKY",18889,PO,006,2015-09-01
7959,"THOMPSON, TERRENCE",16744,PO,009,2015-09-01
7960,"THOMPSON, THERESA",18987,PO,017,2015-09-01
7961,"THOMPSON, TINA",18767,PO,376,2008-12-05
7962,"THORNTON JR, JOHN",12921,PO,189,2015-03-11
7963,"THORNTON, MAURICE",13714,PO,189,2015-09-01
7964,"THORP, KIMBERLY",14146,PO,606,2015-09-01
7965,"THREATT, KEITH",16725,PO,001,2015-09-01
7966,"THUESTAD, REBECCA",12804,PO,010,2008-12-05
7967,"THURMAN, CLIFTON",13653,PO,002,2015-09-01
7968,"THURMOND, SHELBYRNE",15078,,018,2015-09-01
7969,"TIERNEY, BRIAN",,DET,630,2015-09-01
7970,"TIERNEY, KERRY",12672,PO,114,2015-09-01
7971,"TIETZ, ROBERT",2034,,,2015-09-01
7972,"TIM, JERAD",8432,PO,024,2015-09-01
7973,"TIMMEL, MARK",15568,PO,016,2015-09-01
7974,"TIRADO JR, EUGENIO",11756,PO,001,2015-09-01
7975,"TIRADO, GLORIA",19886,PO,011,2015-09-01
7976,"TIRADO, JOSE",1042,SGT,606,2015-09-18
7977,"TIRADO, MARCO",2438,SGT,121,2015-09-01
7978,"TIRADO, ROBERTO",17384,PO,019,2015-09-01
7979,"TITO, CHRISTIAN",21079,DET,610,2015-09-01
7980,"TLAPA, LISA",4267,PO,025,2008-12-05
7981,"TLOCZEK, KEVIN",10098,PO,012,2015-03-11
7982,"TOBIAS, ADELA",10986,PO,018,2015-09-01
7983,"TOCZEK, JAMIE",11476,PO,606,2015-09-18
7984,"TOCZEK, JAMIE",12410,,,2015-09-01
7985,"TODDE, WILLIAM",13735,PO,018,2015-09-01
7986,"TOJONG, KENNETH",17284,PO,019,2015-09-01
7987,"TOJONG, LESTER",6859,PO,017,2015-09-01
7988,"TOKARZ, TRACI",19873,PO,016,2015-09-01
7989,"TOLEDO, PETER",5411,PO,017,2015-03-11
7990,"TOLIVER, JANET",7444,PO,231,2008-12-05
7991,"TOLIVER, JASON",8597,PO,005,2006-05-09
7992,"TOLLER, MATTHEW",14380,PO,006,2015-03-11
7993,"TOMA, LUCAS",13012,PO,191,2015-03-11
7994,"TOMALIS JR, FELIX",8484,PO,211,2008-12-05
7995,"TOMASO, MICHAEL",6404,PO,025,2008-12-05
7996,"TOMESCU, LIVIUS",19503,PO,009,2015-09-01
7997,"TOMS, STACY",11647,PO,211,2015-03-11
7998,"TONER, JOSEPH",10313,PO,002,2008-12-05
7999,"TONG, BOBBY",7146,PO,002,2015-09-01
8000,"TOOLIS, RICHARD",18841,PO,012,2015-09-01
8001,"TOPCZEWSKI, BRYAN",2347,SGT,011,2015-09-01
8002,"TOPCZEWSKI, BRYAN",3691,,015,2015-09-01
8003,"TOPP, WILLIAM",19484,PO,007,2015-09-01
8004,"TORBICK, PAUL",15523,PO,016,2015-09-01
8005,"TORRES  JR, GUSTAVO",11988,PO,010,2008-12-05
8006,"TORRES JR, AGUSTIN",13901,PO,002,2006-05-09
8007,"TORRES JR, WILFREDO",2231,SGT,610,2015-09-01
8008,"TORRES JR, WILSON",9796,PO,019,2015-09-18
8009,"TORRES, ALBERT",13067,PO,004,2015-09-01
8010,"TORRES, ANTHONY",5399,PO,124,2015-09-01
8011,"TORRES, ANTONIO",3030,PO,010,2015-09-18
8012,"TORRES, ARTURO",1149,SGT,353,2015-09-01
8013,"TORRES, AUGUSTO",12763,PO,050,2015-09-01
8014,"TORRES, DAVID",3989,,,2015-09-01
8015,"TORRES, ELI",,PO,044,2015-09-18
8016,"TORRES, ELIZABETH",4422,PO,006,2015-09-01
8017,"TORRES, ESMELIDA",15049,,,2015-09-01
8018,"TORRES, IGNACIO",12710,,,2008-12-05
8019,"TORRES, IRAIDA",19724,PO,241,2015-09-01
8020,"TORRES, JAIME",7509,PO,213,2015-09-01
8021,"TORRES, JAYSON",17863,PO,005,2015-09-01
8022,"TORRES, JESSE",,PO,014,2015-09-01
8023,"TORRES, JOSE",3783,PO,004,2015-09-01
8024,"TORRES, JOSE",4477,PO,016,2015-09-18
8025,"TORRES, JOSE",7400,PO,016,2015-09-01
8026,"TORRES, JOSE",13655,PO,007,2015-09-01
8027,"TORRES, JOSE",19898,PO,008,2015-09-01
8028,"TORRES, JOSE",,,,2015-09-01
8029,"TORRES, LOUIS",17963,PO,007,2015-09-01
8030,"TORRES, MARCO",3561,PO,007,2015-09-01
8031,"TORRES, MARTIN",,PO,014,2015-09-01
8032,"TORRES, MICHAEL",13888,PO,014,2015-09-01
8033,"TORRES, MIGUEL",2995,FTO,015,2015-09-01
8034,"TORRES, NISSA",4523,PO,011,2015-09-01
8035,"TORRES, NOEL",3367,PO,712,2008-12-05
8036,"TORRES, NOEL",,,,2015-09-01
8037,"TORRES, OSCAR",11392,PO,010,2015-09-01
8038,"TORRES, PETER",20458,DET,610,2015-09-01
8039,"TORRES, RAUL",17735,PO,006,2015-09-18
8040,"TORRES, ROBERT",14607,PO,018,2015-09-01
8041,"TORRES, ROMAN",18424,PO,018,2015-09-18
8042,"TORRES, ROY",5213,PO,012,2015-09-18
8042,"TORRES, ROY",,,376,2015-09-01
8043,"TORRES, VINCENT",9532,PO,015,2015-09-01
8044,"TOTH, LOU",14630,PO,004,2015-09-01
8045,"TOTTAS, CHRISTOS",6708,PO,011,2015-09-01
8046,"TOVAR, RIGOBERTO",11284,PO,212,2015-09-01
8047,"TOWEY, BRIAN",8233,,,2015-09-01
8048,"TOWEY, JOHN",8339,PO,017,2015-09-18
8049,"TOWN, BRIAN",3599,,011,2015-11-14
8050,"TOWN, DANIEL",13422,PO,001,2015-09-01
8051,"TOWNSEND, SHELLEY",17496,PO,006,2015-09-01
8052,"TRAAN, GUAM",11514,PO,001,2015-09-01
8053,"TRACY, JOSEPH",16173,,,2015-09-01
8054,"TRACY, PATRICK",15327,PO,004,2015-09-01
8055,"TRACY, RAYMOND",11583,PO,008,2015-09-01
8056,"TRAHANAS, PENELOPE",16,Cpt,020,2015-09-01
8057,"TRAINOR, NICOLE",5221,PO,012,2015-09-01
8058,"TRAPP, JERMIRA",8473,PO,003,2015-09-01
8059,"TRAVERSO, LIDIO",19920,PO,001,2015-09-01
8059,"TRAVERSO, LIDIO",,,006,2015-09-01
8060,"TRAVIS, PHILLIP",19655,PO,016,2015-09-01
8061,"TRAVLOS, ANGELO",16236,PO,012,2015-09-18
8062,"TRAYLOR, BARBARA",18577,PO,001,2015-09-01
8063,"TRAYNOR, CHRISTOPH",8903,PO,025,2015-09-01
8063,"TRAYNOR, CHRISTOPH",,,018,2015-09-01
8064,"TRBOVIC, MARKO",11643,PO,025,2015-11-14
8065,"TREACY, BRIAN",5181,PO,007,2006-05-09
8065,"TREACY, BRIAN",,,008,2015-09-01
8066,"TREACY, JOSEPH",17619,PO,311,2015-09-01
8067,"TREJO, WILFRIDO",,PO,044,2015-09-01
8068,"TREMORE, EDWIN",5266,PO,018,2015-09-01
8069,"TREMPE, KENNETH",,PO,014,2015-09-01
8070,"TREVINO-DUFFY, NORMA",10831,PO,114,2015-09-01
8071,"TRIANTAFILLO, JAMES",856,SGT,189,2015-09-01
8072,"TRIANTAFILLO, JAMES",14298,,011,2015-03-11
8073,"TRINH, LAM",9554,PO,007,2008-12-05
8074,"TRIPOLI, JOSEPH",20571,DET,166,2006-05-09
8075,"TRIPOLI, JOSEPH",,,,2015-11-14
8076,"TRIPP, SHERRY",3402,PO,011,2015-09-01
8077,"TRLAK, ROBERT",2393,SGT,123,2015-03-11
8078,"TROCHE-VARGAS, JOSE",6430,PO,003,2008-12-05
8079,"TROGLIA, GERALD",2641,SGT,004,2015-09-01
8080,"TROGLIA, GERALD",3750,,,2015-09-01
8081,"TROGLIA, JEFFREY",14164,PO,393,2015-09-01
8082,"TROMAN, ALICIA",7999,,,2015-09-01
8083,"TROST, DANIEL",10859,PO,213,2015-09-18
8084,"TROST, MARK",10363,PO,193,2015-09-01
8085,"TROTMAN, ROBERT",20480,DET,620,2015-09-01
8086,"TROTTER, JENNIFER",15611,PO,012,2015-09-01
8087,"TROTTER, ROBERT",11076,PO,313,2015-09-01
8088,"TROUPE, RONALD",7724,PO,006,2015-09-01
8089,"TROUTMAN, JEFFREY",6731,PO,189,2015-09-01
8090,"TRUESDALE, SAMUEL",11035,PO,011,2015-09-18
8091,"TRUHLAR, JEFF",2128,SGT,011,2015-09-01
8092,"TRUJILLO, ESTEBAN",9240,PO,011,2015-09-01
8093,"TSOUKALAS, CHRIST",1724,SGT,121,2015-09-01
8094,"TUCKER, BRIAN",12019,PO,017,2008-12-05
8095,"TUCKER, JAMES",5542,PO,312,2015-09-01
8096,"TUCKER, JASMINE",16178,PO,022,2015-09-01
8097,"TUDRON, MICHAEL",7769,PO,003,2008-12-05
8098,"TULACZ, MICHAL",17806,PO,015,2006-05-09
8099,"TULL, DAVID",16233,PO,025,2015-09-01
8100,"TULLY, MARTIN",7817,PO,006,2015-09-01
8101,"TULLY, SEAN",1090,SGT,008,2015-09-01
8102,"TUMAN, JOSEPH",3074,PO,008,2015-09-01
8102,"TUMAN, JOSEPH",,,010,2008-12-05
8103,"TUMAN, MICHAEL",21031,DET,630,2015-09-01
8104,"TUNNEY, THOMAS",6267,PO,001,2015-09-01
8105,"TUNZI, RICHARD",9326,PO,025,2015-09-01
8106,"TUOHY, MICHAELA",9801,PO,606,2015-09-01
8107,"TUPAYACHI, ELLIOT",19934,PO,019,2015-09-01
8108,"TURBAK, PAWEL",18835,PO,393,2008-12-05
8109,"TURBYVILLE, JEROME",15952,PO,019,2006-05-09
8109,"TURBYVILLE, JEROME",,,376,2015-09-01
8110,"TURCINOVIC, ELVIS",13509,PO,015,2015-09-01
8111,"TURNER, ANDREW",14932,PO,007,2006-05-09
8112,"TURNER, CLIFTON",6584,PO,018,2015-09-01
8112,"TURNER, CLIFTON",,,006,2008-12-05
8113,"TURNER, DEJUAN",10726,PO,193,2015-03-11
8114,"TURNER, ERNEST",,DET,610,2015-09-01
8115,"TURNER, FRANKIE",17022,PO,007,2015-09-01
8116,"TURNER, KENNETH",17023,PO,015,2015-09-18
8117,"TURNER, KIMBERLY",7252,PO,701,2015-09-01
8118,"TURNER, MICHAEL",18481,PO,241,2015-09-01
8119,"TURNER, RONALD",17268,,,2015-09-01
8120,"TURNER, SPENCER",10755,PO,022,2015-09-01
8121,"TURNER, VERNAL",14916,,,2015-09-01
8122,"TURNEY, JAMES",17812,PO,005,2015-09-01
8122,"TURNEY, JAMES",,,153,2015-09-18
8123,"TURRISE, RICHARD",3158,PO,311,2015-09-01
8124,"TUTTLE, KEVIN",10819,PO,005,2015-09-18
8125,"TUTTLE, THERESA",16186,PO,001,2015-11-14
8126,"TYLER, MICHAEL",21308,DET,620,2015-09-01
8127,"TYLER, STEVEN",20292,DET,177,2015-09-01
8128,"TYRCHA, JOSEPH",15320,PO,009,2015-09-01
8129,"TYSE, MICHELLE",6288,PO,051,2015-09-01
8130,"UCHMAN, ROXANE",2236,SGT,620,2015-09-01
8131,"UCHMAN, STEVEN",5097,PO,009,2015-09-01
8132,"UDING, BRYON",2162,SGT,016,2015-09-01
8133,"UGARTE, ARMANDO",15050,PO,189,2015-09-01
8134,"UGARTE, RENE",19859,PO,025,2015-11-14
8135,"UJDA, PETER",4980,PO,003,2015-09-01
8136,"ULDRYCH, MELISSA",6501,PO,010,2015-09-01
8137,"ULDRYCH, TIMOTHY",5610,PO,005,2015-09-01
8138,"ULLEWEIT, FREDRICK",1615,SGT,009,2015-09-01
8139,"ULLEWEIT, LISA",5617,PO,012,2015-09-01
8140,"ULLOA, JORGE",13936,PO,024,2015-09-01
8141,"UNDERWOOD JR, COLLIS",4449,PO,003,2015-09-18
8142,"UNIZYCKI, GREGORY",16569,PO,020,2015-09-01
8143,"UNIZYCKI, RICHARD",1941,SGT,055,2015-03-11
8144,"UNZUETA, ARMANDO",,,,2015-09-01
8145,"UPCHURCH, AKIL",7143,PO,001,2015-09-01
8146,"UPSHAW, RAMAR",7145,,007,2015-09-01
8147,"URBAN, ANETA",8311,PO,211,2015-11-14
8148,"URBAN, NICHOLAS",12441,PO,017,2006-05-09
8149,"URBAN, PAUL",7713,PO,015,2008-12-05
8150,"URBANSKI, RAYMOND",6323,PO,011,2006-05-09
8150,"URBANSKI, RAYMOND",,,153,2015-09-01
8151,"URBON, KENNETH",5100,,,2008-12-05
8152,"URIBE JR, MARIO",8743,PO,019,2015-09-01
8153,"URIBE, MAXIMILIA",15773,PO,019,2015-09-01
8154,"URQUHART, MATTHEW",4906,PO,024,2015-09-01
8155,"URSITTI, ERNEST",2311,SGT,017,2015-09-01
8156,"USTASZEWSKI, BRIAN",9613,PO,025,2015-09-01
8157,"UTRERAS, EDWIN",19901,PO,189,2015-09-01
8157,"UTRERAS, EDWIN",,,002,2015-09-01
8158,"UTZ, CHARLES",,PO,012,2015-09-01
8159,"UYGUN, MEHMET",6922,PO,191,2015-09-01
8160,"UZUBELL, JENNIFER",16637,PO,015,2015-09-01
8160,"UZUBELL, JENNIFER",,,015,2015-09-01
8161,"VABAKOS, ELAINE",11498,PO,025,2015-09-01
8162,"VACCARO, VICTOR",9267,PO,019,2015-09-01
8163,"VACEK, CHRISTOPH",18407,PO,002,2015-09-01
8164,"VACHY, JASON",14926,PO,193,2015-09-01
8164,"VACHY, JASON",,,011,2015-09-01
8165,"VACI, ANTHONY",6414,PO,006,2008-12-05
8166,"VACI, MATTHEW",19219,PO,015,2015-09-01
8167,"VAHL, ROBERT",7350,PO,009,2015-09-01
8167,"VAHL, ROBERT",,,009,2015-09-01
8168,"VALADEZ, ADRIAN",15777,PO,010,2008-12-05
8169,"VALADEZ, FRANCIS",484,CMDR,010,2015-03-11
8170,"VALDES, NORA",8413,PO,018,2006-05-09
8171,"VALDEZ, BARBARA",8118,,,2015-09-01
8172,"VALDEZ, OSVALDO",529,LT,610,2015-09-01
8173,"VALDEZ, RUBEN",16820,PO,008,2015-03-11
8174,"VALDEZ, SERGIO",11894,PO,211,2006-05-09
8175,"VALDOVINOS, JOSE",11820,PO,010,2015-03-11
8176,"VALE, DENIS",1087,SGT,014,2006-05-09
8177,"VALENCIA, FAVIO",9072,PO,004,2015-09-18
8178,"VALENCIA, JOHN",8202,PO,017,2015-09-01
8179,"VALENTI, ANTHONY",19272,PO,007,2015-09-01
8180,"VALENTI, KIMBERLY",16125,PO,012,2015-09-01
8181,"VALENTIN JR, DAVID",4746,PO,019,2015-09-18
8182,"VALENTIN, ANTONIO",15362,PO,313,2015-11-14
8183,"VALENTIN, ISRAEL",18000,PO,025,2015-09-18
8184,"VALENTINE, MICHAEL",7931,,015,2015-09-01
8184,"VALENTINE, MICHAEL",,,341,2015-09-01
8185,"VALENTINE, NIGEL",7927,PO,022,2015-09-01
8186,"VALENTINO, MICHAEL",6598,PO,018,2015-09-01
8187,"VALENZANO, JAMES",11569,PO,017,2015-09-01
8188,"VALENZUELA, ANTONIO",14123,PO,010,2015-09-01
8189,"VALENZUELA, OSCAR",20004,DET,191,2015-09-01
8190,"VALERIANO, ANA",15485,PO,211,2015-09-01
8191,"VALERIANO, JAIRO",10649,PO,006,2015-09-01
8192,"VALERIO, MAGDALENA",16200,PO,006,2015-09-01
8193,"VAMVLAS, NICKOLAOS",11045,PO,012,2015-09-01
8194,"VAN DEVELDE III, CHARLES",20947,DET,620,2015-11-14
8195,"VAN DYKE, JASON",9465,PO,376,2015-09-01
8196,"VANCE, ANTHONY",11830,PO,008,2015-09-18
8197,"VANDENBRANDEN, JOSEPH",16053,PO,024,2015-09-01
8198,"VANDER MEY, BRYAN",13972,PO,012,2015-09-01
8199,"VANEK, AMANDA",1101,SGT,018,2015-09-01
8200,"VANEK, MARC",1426,SGT,193,2015-09-01
8201,"VANEK, MARC",21728,,,2015-09-01
8202,"VANN JR, EUGENE",277,LT,015,2015-09-01
8203,"VANNA, JASON",12126,PO,166,2015-09-01
8204,"VANNA, ROBERT",2232,SGT,121,2015-09-01
8205,"VANOUREK, JOSEPH",18525,PO,014,2015-09-01
8206,"VARALLO, DANIEL",,DET,630,2015-09-01
8207,"VARCHETTO, ANTHONY",9031,PO,189,2015-09-01
8208,"VARCHETTO, KENNETH",19543,PO,016,2015-09-01
8209,"VARELA, JACLYN",14449,PO,024,2015-09-01
8210,"VARELA, MARIA",7977,PO,012,2015-09-01
8211,"VARGA, THOMAS",15145,PO,006,2015-09-01
8212,"VARGAS JR, RODOLFO",2428,SGT,123,2015-09-01
8213,"VARGAS JR, RODOLFO",18401,,,2015-03-11
8214,"VARGAS, ALEJANDRO",14981,PO,018,2008-12-05
8215,"VARGAS, ARTEMIO",7624,PO,007,2015-09-01
8216,"VARGAS, DANIEL",,PO,019,2015-09-01
8217,"VARGAS, FIDEL",6255,,,2015-09-01
8218,"VARGAS, JULIO",15810,PO,014,2015-09-01
8219,"VARGAS, MICHAEL",9300,PO,008,2015-09-01
8220,"VARGAS, ROBERTA",18804,PO,012,2015-09-01
8221,"VARGAS, ROBERTO",14267,,,2015-09-01
8222,"VARGAS, ROBERTO",,PO,193,2015-09-01
8223,"VARGAS, THOMAS",10331,PO,606,2015-09-01
8224,"VARNADO, CHANA",10557,PO,002,2008-12-05
8225,"VASAVID, JAMES",19359,PO,011,2006-05-09
8226,"VASQUEZ, DANIEL",6505,PO,015,2015-09-01
8227,"VASQUEZ, JUAN",,PO,376,2015-09-18
8228,"VASQUEZ, MICHAEL",5875,PO,010,2015-09-01
8229,"VASQUEZ, PABLO",12188,PO,012,2008-12-05
8230,"VASQUEZ, RAUL",17659,PO,009,2015-09-01
8231,"VASQUEZ, VIDAL",2664,SGT,311,2015-09-01
8232,"VASQUEZ, VINCENT",15969,PO,212,2015-09-18
8233,"VASSELLI, EMMA",14085,PO,211,2015-09-01
8234,"VASSELLI, NICHOLAS",4902,PO,004,2015-09-18
8235,"VAUGHAN, LESTER",17244,PO,007,2015-09-01
8236,"VAVAL, YASMINA",14343,PO,003,2015-09-01
8237,"VAZQUEZ JR, JESUS",11864,PO,014,2015-09-01
8238,"VAZQUEZ, DANIEL",11852,PO,010,2015-09-01
8239,"VAZQUEZ, GERMAN",2316,SGT,010,2015-09-18
8240,"VAZQUEZ, JOSE",,,,2015-09-01
8241,"VAZQUEZ, MARIA",16841,PO,003,2015-09-01
